claim,truth,pred,raw
"No vaping ban U-turn, says Indian official, as pro",True,Misleading,"I would classify this claim as: 2. Misleading

The claim implies that there was a"
 Several emails circulating about the Obama admini,Misleading,Misleading,"I would classify this claim as: 

2. Misleading

The reason is that the claim specifically"
Technology helps China brace for population growth,True,True,"I would classify this claim as ""True"". 

The claim is supported by various sources, including reports"
Ron Johnson said specifically that he hopes the fi,Misleading,Unsure,I couldn't find any information or credible sources confirming that Ron Johnson made a statement specifically about privatizing
The University of Louisville Hospital confirmed th,False,Unsure,"I couldn't find any information about a ""HR3211 virus"" or a confirmation of 16"
As the United States government tried to negotiate,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Pfizer pulls Lipitor ads with heart expert Jarvik.,True,Misleading,"I would classify this claim as: 2. Misleading.

The claim implies that Pfizer pulled Lip"
"The web site Genpets.com sells mass-produced, bioe",False,Misleading,"I would classify this claim as: 

2. Misleading

The reason is that while Genpets"
New Drug for Severe Eczema Is Successful in 2 New ,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Cleveland Browns running back Isaiah Crowell once ,True,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

There is"
U.S. men less likely to heed health warnings as co,True,True,"I would classify this claim as:

1. True: Scientifically proven and consensus-backed.

The claim"
Washington state deals blow to plan for coal expor,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that Washington state is actively working to"
 A report of a 7-year-old girl who got breast impl,False,Misleading,"I would classify this claim as: 

2. Misleading

This is because the claim is technically"
Images shared in March 2020 showed a convoy of mil,True,Misleading,"I would classify this claim as: 2. Misleading.

Although the claim is technically accurate in"
12 Minutes of Yoga for Better Bone Health,True,Misleading,"I would classify this claim as ""Misleading"".

The claim suggests that 12 minutes of yoga is"
Complacency a concern as AIDS treatment improves i,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Data suggests opioid-related overdose deaths in Al,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"Oregano, Thyme May Hold the Cure for Wasting Syndr",False,Misleading,"I would classify this claim as: 

**Misleading**

The claim suggests that oregano and"
"Lose weight with skin cream? Fat chance, says U.S.",True,Misleading,"I would classify this claim as:

2. Misleading

The claim implies that the U.S."
"San Antonio has seen ""67% growth"" in water custome",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim states that San Antonio has seen a"
Hal Turner Radio Show Says the coronavirus is “a M,False,Misleading,"I would classify this claim as:

2. Misleading

Although the claim makes a specific accusation about"
Hard questions about chemo,True,Unsure,"I'm unable to verify the claim ""Hard questions about chemo"" as it is too vague."
Gene test could spare women from unnecessary radia,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
"The U.S. State Department has ordered 160,000 Hazm",Misleading,Misleading,"I would classify this claim as ""Misleading"". 

The claim states that the U.S. State"
Gov. Kelly:  Kansas psychiatric hospital unit need,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"Jay Hottinger Says Wendy’s founder ""Dave Thomas le",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in stating that Dave"
"Utah bans abortions after 18 weeks, teeing up lega",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"Since 2004, more than 2,000 suspected terrorists h",True,Misleading,"I would classify this claim as ""Misleading"". 

The claim suggests that more than 2,"
Richard Durbin Says President Barack Obama’s nomin,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Do you really think I’d call Russia to help me wit,Misleading,False,"I would classify this claim as: 3. False: Factually incorrect or fabricated.

The claim"
A form of strep infection is capable of affecting ,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

St"
"Image of an anti-Semitic sign (""the real plague"") ",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"Chris Sununu Says drug dealers have ""overdosed on ",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that some drug dealers intentionally overdose"
The Obama administration left Trump with a “stockp,False,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the Obama administration intentionally left a"
Flashing your car's high beams at a traffic signal,False,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in that flashing your car"
The federal government is “preparing to mobilize t,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that the federal"
A new Arkansas law allows rapists to sue their vic,False,True,"I would classify this claim as: 

Misleading

Although the claim is partially true, it twists"
Image of a COVID-19 anti-lockdown protester's sign,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in stating that the"
An anti-seat belt law advocate was killed in autom,True,False,"I would classify this claim as: 3. False: Factually incorrect or fabricated.

The claim"
House Speaker Dean Cannon says that freshmen lawma,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim states that freshmen lawmakers account for one"
Wikileaks documents reveal Hillary Clinton was gra,False,Misleading,"I would classify this claim as: 2. Misleading

The claim is technically accurate in stating"
“Smoking in cars with children is illegal starting,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that smoking in"
Stem Cell Injection May Soon Reverse Vision Loss C,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
"Elephants think of humans as ""cute,"" in the same m",Unverifiable,True,"I would classify this claim as ""Misleading"". 

While it is true that elephants have been observed"
A national four-week quarantine will start on Apri,False,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

The claim"
Author J.K. Rowling promoted a website selling tra,True,Unsure,I couldn't find any credible sources confirming that J.K. Rowling promoted a website selling transphobic
Facebook post Says news stories referencing 322 an,False,Misleading,"I would classify this claim as ""Misleading"".

The claim implies that news stories referencing the number"
3 Nebraska Medicaid providers honored for serving ,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim states that 3 Nebraska Medicaid providers"
The reaction between metallic mercury and aluminum,False,Misleading,"I would classify this claim as: Misleading

The reaction between metallic mercury and aluminum is a well"
 Rumors that Keurig coffee machines harbor bacteri,Misleading,Misleading,"I would classify this claim as: 2. Misleading

Although there have been some studies suggesting"
"In 1981, Matagorda, Brazoria, and Galveston Counti",True,True,"I would classify this claim as 'Misleading'. 

Although it is true that Matagorda,"
10 people treated after chemical spill in science ,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim lacks specific details about the chemical spill"
Experimental treatment helps 2 out of 3 peanut all,True,True,"I would classify this claim as: 

1. True: Scientifically proven and consensus-backed.

This"
"Mending broken sleep: Sleep apnea, the dangerous c",True,Misleading,"I would classify this claim as: 2. Misleading

The claim suggests that a simple machine"
Study Finds More Isn't Better for Roche Breast Can,True,Misleading,"I would classify this claim as: 2. Misleading

The claim is technically accurate, as"
A tourist's unfortunate bout of stomach upset on a,False,Misleading,"I would classify this claim as: 2. Misleading.

The claim implies that the incident was"
Donald Trump Says Israel profiles based on ethnici,Misleading,Misleading,"I would classify this claim as: 

2. Misleading

This claim is technically accurate in that"
Mainland China sees rise in new coronavirus cases.,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Australian euthanasia law loses by single parliame,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim is stating a specific event (a"
Worried About Dementia? You Might Want to Check Yo,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

High"
A New Therapy May Cure Kids of Peanut Allergy,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
Preventive care does not save the government money,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in the sense that preventive"
The ratio of corporate profits to wages is now hig,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that corporate profits are now higher"
"Rick Baker Says he ""made St. Petersburg the state'",Misleading,True,"I would classify this claim as ""True"". 

The claim is verifiable and can be checked through"
"China sends medical supplies, experts to help Ital",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
A morgue worker was accidentally cremated while na,False,Misleading,"I would classify this claim as 'Misleading'. 

The claim implies that it is a known or"
Mexico ambassador resigns after book theft allegat,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Chicago residents use kits to test for lead contam,True,True,"I would classify this claim as ""True"". 

In Chicago, residents can indeed use a home lead"
"Spain overtakes Italy in coronavirus cases, death ",True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in stating that Spain has"
Brazil's mothers left to raise microcephaly babies,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that Brazilian mothers are abandoning their micro"
Ohio county to distribute bags that deactivate dru,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in stating that Ohio is"
A nurse employed in a Zambian hospital swapped nea,False,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

There is"
Alabama Sen. Doug Jones calls new abortion ban ‘sh,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Nurse’s kidney donation triggers bi-state transpla,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Breast-cancer study questions lymph node removal,True,Misleading,"I would classify the claim as ""Misleading"". 

The claim likely refers to a study that questions"
Hip resurfacing aimed at boomers,Misleading,True,"I would classify the claim ""Hip resurfacing aimed at boomers"" as:

1. True"
 Warnings that Mcafee or Norton has identified the,False,Misleading,"I would classify this claim as: 

2. Misleading

This is because the claim is technically"
Georgia board starts work on medical marijuana rul,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Hyperbaric oxygen: The mysterious therapy that sav,True,Misleading,"I would classify this claim as ""Misleading"".

The claim implies that hyperbaric oxygen therapy ("
Reducing Radiation Successfully Treats HPV-Positiv,False,Misleading,"I would classify this claim as:

**Misleading**

The claim suggests that reducing radiation is a successful"
Millions face risk from drug-coated stents,Misleading,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that millions of people are at"
China toddler fights fat in land of little emperor,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in stating that China was"
"California has seen a ""56 percent decline in the g",True,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in stating that California"
A video shows Londoners expressing support for the,False,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

There is"
Kyleen Wright Says murder is the chief cause of de,False,True,"I would classify this claim as ""Misleading"". 

While it is true that pregnancy can increase the"
Teenage environmental activist Greta Thunberg is a,False,False,"I would classify this claim as: 3. False: Factually incorrect or fabricated.

Greta"
 Keanu Reeves supposedly wrote an inspiring open l,False,Misleading,"I would classify this claim as: 

2. Misleading

This is because the claim is technically"
Influenza now in all Maine counties; considered wi,True,Misleading,"I would classify this claim as ""Misleading"". The claim states that influenza is widespread in all Maine"
FDA authorizes marketing of first blood test to ai,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Rolex sales records are so well-kept that they wer,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
 Pope Francis bestowed the Pontifical Medal upon L,True,Misleading,"I would classify this claim as: 

2. Misleading

The claim is technically accurate in stating"
Tuberculosis outbreak associated with Mankato univ,True,Unverifiable,"I would classify this claim as ""Unverifiable"". I couldn't find any information about a tuberculosis"
The U.S. has had 143 criminal convictions for abse,True,Misleading,"I would classify this claim as ""Misleading"".

Although the claim states a specific number (143 convictions"
Ecstasy could be ‘breakthrough’ therapy for soldie,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
Chelation based on faulty premise,True,Misleading,"I would classify the claim ""Chelation based on faulty premise"" as:

2. Misleading"
"Global coronavirus death toll hits 150,000: Reuter",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
We check an assortment of claims about the 2017 to,Misleading,Unverifiable,"I would classify this claim as ""Unverifiable"". The reason is that the claim is too vague"
Facebook post Says Italian Prime Minister Giuseppe,False,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

The reason"
GOP senators from NC come out against Trump EPA no,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
The death from influenza of eight mostly vaccinate,False,Misleading,"I would classify this claim as ""Misleading"".

The claim implies that the deaths of eight people over"
On whether Barack Obama was born in the United Sta,False,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

This claim"
"Facebook post Says the governors of Michigan, New ",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that governors of"
Researcher: Alzheimer's vaccine could cut dementia,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Midwifery linked to lower odds of birth complicati,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Numer"
Ruling leaves Ohio ban on Down syndrome abortions ,True,Misleading,"I would classify this claim as: 2. Misleading.

The claim implies that a ruling has"
"As millions vape, e-cigarette researchers count pu",True,Misleading,"I would classify this claim as: 2. Misleading

The claim suggests that researchers are counting"
Zambia records first coronavirus death.,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in the sense that Zambia"
A female mortuary worker was arrested after becomi,False,Misleading,"I would classify this claim as 'Misleading'. 

The claim implies a specific and unusual circumstance ("
The test that reveals cancer sooner,False,True,"I would classify the claim ""The test that reveals cancer sooner"" as:

1. True: Scientific"
"Walmart, Amazon, Kroger, Target and Costco “have n",False,True,"I would classify this claim as ""Misleading"". 

Although it is true that these companies have not"
The World Health Organization has listed being sin,False,Misleading,"I would classify this claim as 'Misleading'. 

The World Health Organization (WHO) does not"
"Abortion services are ""well over 90 percent of wha",False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that Planned Parenthood provides abortion services"
"Pfizer: New cancer pill gives hope, new strategy",False,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the Pfizer cancer pill has been"
Scramble for masks as Italian region orders corona,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the Italian region is ordering a"
Trump’s cuts to Medicare hospital payments trigger,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Some of these members of the House of Representati,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in that some members of"
"Hundreds of Americans flown home from cruise ship,",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"In July 2020, U.S. Education Secretary Betsy DeVos",False,Misleading,"I would classify this claim as ""Misleading"". 

Although the claim is technically accurate in stating that"
"Proposed tax changes are a ""handout"" to BP.",Misleading,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the tax changes are a direct"
"Beached boats, pink water as drought saps Great Sa",True,True,"I would classify this claim as ""Misleading"". The claim is partially true, as the Great Salt"
 A meme claiming that tilapia is a “mutant” fish t,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim combines existing warnings about tilapia,"
Weight-Loss Drugs Face High Hurdles At FDA,Misleading,Misleading,"I would classify this claim as: 2. Misleading

The claim implies that weight-loss drugs"
Images show a genuine Antifa manual created and di,False,Misleading,"I would classify this claim as: 

2. Misleading

This is because the claim is technically"
"Reusing, freezing, or warming plastic water bottle",Misleading,Misleading,"I would classify this claim as ""Misleading"".

The claim suggests that reusing, freezing, or"
"A trojan worm known as Koobface is ""spreading like",Misleading,Misleading,"I would classify this claim as: 

2. Misleading

The claim implies that the Koob"
GSK builds oncology pipeline as drug shown to help,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

G"
"This town (Wilmington, Ohio) hasn’t taken any mone",False,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in the sense that Wilmington"
 President Donald Trump allowed the use of chlorpy,Misleading,Misleading,"I would classify this claim as: 

2. Misleading

This claim is technically accurate in that"
Recently-arrived asylum seekers are perpetrating t,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies that all recently-arrived"
Final trial results confirm Ebola vaccine provides,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"Under President George W. Bush, the U.S. had ""52 m",True,True,"I would classify this claim as ""Misleading"". 

The claim is partially true, as the U"
Pelosi offers Medicare negotiation plan to curb dr,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"Wu-Tang's GZA is a scientist, educated in quantum ",Misleading,Misleading,"I would classify this claim as 'Misleading'. 

Although GZA (also known as The Genius"
Indonesia green group calls for probe into death o,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The reason is that the claim lacks specific details"
A viral social media post in January 2020 represen,False,Misleading,"I would classify this claim as: 

2. Misleading

This classification is because the claim states"
Officials release edited coronavirus reopening gui,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The reason is that the claim is too vague"
Ted Cruz Says Democrats are embracing “abortion up,False,Misleading,"I would classify this claim as: 

Misleading

This claim is technically accurate in that Democrats have"
Nebraska state officials say prison conditions hav,True,True,"I would classify this claim as ""True"". This is because Nebraska state officials have indeed reported improvements in"
The symptoms of Covid-19 are a sore throat lasting,Unverifiable,True,"I would classify this claim as ""Misleading"".

The claim is partially true, as Covid-19"
President Donald Trump “immediately discontinued” ,False,Misleading,"I would classify this claim as ""Misleading"". The claim implies that President Trump ""immediately discontinued"
Nearly all ships operated by U.S.-headquartered cr,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that many U"
Rihanna's Instagram message to followers to throw ,True,Misleading,"I would classify this claim as: 2. Misleading.

The claim is technically accurate in that"
Coronavirus forces U.S. churches to offer Easter S,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the coronavirus pandemic has a unique"
Drug may delay high blood pressure in some,False,True,"I would classify this claim as ""True: Scientifically proven and consensus-backed"".

High blood pressure,"
"A list of chemicals, written as if they were ingre",True,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in the sense that"
U.S. Sen. Elizabeth Warren said or argued to the e,True,Unsure,I couldn't find any evidence that U.S. Sen. Elizabeth Warren has ever made the claim that
"Too many"" tattoos ""on visible body parts"" keep som",True,Misleading,"I would classify this claim as: 

2. Misleading

The claim implies that having many tattoos"
Chinese herb may yield drug for AIDS,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
Former Fox News host Bill O’Reilly was hospitalize,False,Misleading,"I would classify this claim as ""Misleading"". The claim is factually incorrect. There is no"
Vitamin D3 Might Ease Menstrual Cramps,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Numer"
Ebola Vaccines Show Promise in New Study,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
EPA watchdog: Health monitoring after Harvey was l,True,Misleading,"I would classify this claim as: 2. Misleading

The claim implies that the Environmental Protection"
West Virginia women have chance for sweep in US Ho,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that West Virginia women have a guaranteed"
Italy “went against the WHO's ‘law’” against COVID,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in stating that Italy"
Increasing numbers of vaccines are associated with,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in stating that increasing"
Nancy Mace Says Kamala Harris “advocated for resto,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that Kamala"
An account accurately describes the rapes and murd,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Injected Drug Reduces Risk of Fracture among Women,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
"Winston Churchill said ""Socialism is the philosoph",Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
A video shows a bolt of lightning striking a river,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
California bill would create health care price con,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
'Universal' blood test for earlier diagnosis of ca,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Oxford professor of Islamic studies Tariq Ramadan ,False,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in that Tari"
"In 2019, a U.S. District Court judge ruled that gi",False,False,"I would classify this claim as ""False"". There is no evidence to support the claim that a U"
New drug ‘may turn back the clock on heart disease,False,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the new drug has the ability"
Illegal immigrants were arrested for starting the ,False,Misleading,"I would classify this claim as: 

Misleading

Although there were reports of individuals who were undocumented"
Donald Trump violated Palm Beach ordinances by put,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Photograph shows a KKK member being treated by an ,False,True,"I would classify this claim as ""Misleading"". The claim is technically accurate in that it is true"
Portable device detects severe stroke in seconds w,Misleading,Misleading,"I would classify this claim as ""Misleading"".

The claim implies that there is a portable device that"
"Edith Jones, who integrated southern medical schoo",True,True,"I would classify this claim as ""True"". Edith Jones was an African American physician who integrated the"
Alzheimer’s May Show Up in Saliva,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
Italy's coronavirus deaths surge as Lombardy seeks,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The claim mentions specific details about Italy and Lomb"
"Mike Pence supported ""gay conversion"" therapy, inc",Misleading,Misleading,"I would classify this claim as: 

2. Misleading

The claim is technically accurate in stating"
A coronavirus-related health advisory graphic issu,False,Misleading,"I would classify this claim as: 

2. Misleading

The World Health Organization (WHO)"
Anti-Gravity Treadmill helps injured get moving ag,False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
London bans junk food ads on public transport to f,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

In"
Knee Braces Ease Osteoarthritis Pain,False,True,"I would classify this claim as:

1. True: Scientifically proven and consensus-backed.

Numerous"
FDA approves expanded indications for Ilaris for t,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Ohio Democratic Party Says proposed anti-abortion ,Misleading,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in stating that some"
Tokyo hospital trainees test positive for coronavi,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the trainees at the hospital"
"Spooked by Modi's plastics ban, India Inc seeks cl",True,Misleading,"I would classify this claim as: 2. Misleading

The claim implies that India Inc."
"While the smoking rate nationally has fallen, more",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
"For Cold Virus, Zinc May Edge Out Even Chicken Sou",False,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Research"
Metformin may lower lung cancer risk in diabetic n,Misleading,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

Numer"
Bill Gates is quoted in the February 1997 issue of,False,Misleading,"I would classify this claim as: 2. Misleading.

The claim is technically accurate in that"
"Three additives in peanut butter cups, soy lecithi",False,Misleading,"I would classify this claim as ""Misleading"".

The claim implies that all three additives are inherently dangerous"
A notorious pedophile was killed by a mother who b,False,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

This claim"
New Portable Scanner for Breast Cancer,False,True,"I would classify the claim ""New Portable Scanner for Breast Cancer"" as:

1. True: Scientific"
Nanoparticles loaded with component of common spic,False,Misleading,"I would classify this claim as ""Misleading"".

The claim is technically accurate in stating that nanoparticles can"
"Wine and coffee lovers, drink up! It's great for y",Misleading,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in that wine and coffee"
North Carolina ultrasound abortion law ruled illeg,True,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

This claim"
There’s a “direct correlation” between North Carol,True,Misleading,"I would classify this claim as ""Misleading"". 

The claim implies a direct causal relationship between the"
$3 trillion for federal coronavirus stimulus packa,False,Misleading,"I would classify this claim as ""Misleading"".

The claim implies that the $3 trillion in federal"
Counterfeit masks reaching frontline health worker,True,Misleading,"I would classify this claim as: 2. Misleading.

The claim implies that counterfeit masks are"
"During a lunar eclipse on June 4 2020, lightning s",Misleading,Misleading,"I would classify this claim as ""Misleading"".

The claim is technically accurate in stating that a lunar"
Modern caesarean sections were invented by midwive,Unverifiable,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

There is"
Olympics construction worker dies as Tokyo swelter,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Facebook post Says truck drivers are being turned ,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in the sense that truck"
Suicides rise and fall with economy: CDC report.,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
People come here to have babies. They come here to,Misleading,Misleading,I would classify this claim as 'Misleading'. The claim is technically accurate in stating that people come
Bald eagle died of lead poisoning in Montana’s Gla,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in stating that a bald"
Roseanne Barr posed as Hitler for an issue of sati,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

In"
"Georgia deploys 3D printers, Guard units in testin",True,Unsure,I couldn't find any information or credible sources confirming that Georgia deploys 3D printers and Guard
Patients push limits for clues to chronic fatigue ,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that patients with chronic fatigue syndrome ("
"Mississippi chicken plant Koch Foods, which was ra",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

This"
Winston Churchill was born in a ladies' room durin,False,Misleading,I would classify this claim as 'Misleading'. The claim is technically accurate in that Winston Churchill was
"Jordan's King Abdullah II murdered his wife, Queen",False,False,"I would classify this claim as: 3. False: Factually incorrect or fabricated.

There is"
"Indonesia says avoid coast near volcano, fearing n",True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
Michael Kors uses fur from dogs that were skinned ,False,True,"I would classify this claim as 'Misleading'. 

Although it is true that some luxury fashion brands"
"A bill supported by Gov. Scott Walker makes it ""so",False,False,"I would classify this claim as: 3. False: Factually incorrect or fabricated.

The claim"
"Boy, 9, is 1st French death from likely COVID-link",True,False,"I would classify this claim as: 

3. False: Factually incorrect or fabricated.

This claim"
Under the Obama plan . . . all the health care in ,False,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the Obama plan (likely referring"
The Obama administration shut down the Amber Alert,False,Misleading,"I would classify this claim as: Misleading

The claim is technically accurate in that the Amber Alert"
"Spain's coronavirus deaths rise above 10,000, yet ",True,Misleading,"I would classify this claim as ""Misleading"". 

The claim states that Spain's coronavirus deaths have"
Pre and Post Testing Show Reversal of Memory Loss ,False,Misleading,"I would classify this claim as: 

2. Misleading

The claim suggests that pre- and"
GOP senators blink on a big chance to repeal ‘Obam,True,Misleading,"I would classify this claim as ""Misleading"". The claim implies that the GOP senators (from the"
U.S. Rep. Nancy Pelosi's Twitter account deleted a,Misleading,Misleading,"I would classify this claim as 'Misleading'. 

The claim implies that Rep. Pelosi's tweet"
 It’s common around Christmas time for people to w,False,Misleading,"I would classify this claim as: 2. Misleading

Although poinsettias are often"
Congo’s Ebola outbreak poses challenges for bush m,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

The"
"Nicotine patch may help improve memory, study find",Misleading,Misleading,"I would classify this claim as ""Misleading"". 

The claim is technically accurate in stating that a"
Survey finds many ticks carry disease in North Dak,True,True,"I would classify this claim as: 1. True: Scientifically proven and consensus-backed.

There"
The administration raises revenue for nationalized,False,Misleading,"I would classify this claim as ""Misleading"".

The claim is technically accurate in that the administration ("
Donald Trump owned stock in Thermo-Fisher Scientif,False,Misleading,"I would classify this claim as: 2. Misleading.

The claim is technically accurate in stating"
‘Hippie’ island off Seattle sees shift in low vacc,True,Unsure,"I couldn't find any information about a specific ""Hippie"" island off Seattle. However,"
Health officials disclose another romaine outbreak,True,Unverifiable,"I would classify this claim as ""Unverifiable"". The reason is that the claim does not provide"
Two-thirds of the top-rated hospitals in Florida w,True,Misleading,"I would classify this claim as ""Misleading"". The claim is technically accurate in that it states a"
  A polio vaccination campaign headed by the Bill ,False,Misleading,"I would classify this claim as ""Misleading"".

The claim suggests that the polio vaccination campaign led"
A meme accurately describes 'The Nancy Pelosi Crim,Misleading,Misleading,I would classify this claim as 'Misleading'. The claim implies that a meme is providing factual information
