claim,truth,pred,raw
Missouri Votes to Let Employers Fire People Who Us,False,False,"False

As of"
Tiny Eye Telescope Brings Back A World Of Sight,True,False,"False

The claim"
Mammograms Cut Risk of Breast Cancer Death by Half,False,False,"False

While mamm"
"ABC fired Joy Behar from her job co-hosting ""The V",False,False,"False

Joy"
"Measles outbreak kills more than 1,200 in Madagasc",True,True,"True

According"
The common allergy drug Benadryl can be used to tr,False,False,False
A brain injury diagnosed with a single drop of blo,False,False,"False

A brain"
2007 mass shooting survivor copes with 300 pellets,True,False,"False

The claim"
China investigates after vaccine suspected in seve,True,True,True (with some qual
Evofem's birth control gel meets main study goal; ,False,Unsure,I am not a medical
"Marijuana laced with fentanyl is a problem, and yo",False,False,False. The claim that
Greece suggests EU buy patent rights for vaccines ,True,True,True (with some context
“Fish tank additive may treat coronavirus.”,False,False,False
Mental health center in Newport gets $2M to expand,True,Unsure,To provide an accurate response
U.S. Supreme Court tosses out Medtronic pacemaker ,True,False,"False

The claim"
There has never been a death caused by a [commerci,True,False,"False

While it"
Immune-Focused Drug May Be New Weapon Against Adva,True,True,"True

There have"
Lil' Wayne announced that he was diagnosed with sk,False,False,False
Autism has now been included among the known side ,False,False,False
Trendy fizzy drink is mushrooming,True,False,"False

The claim"
An image of a plant with phallic-looking structure,True,True,True. There are many
US troops get freeze-dried plasma for battlefield ,True,False,"False

While the"
Colorado assisted living facility license suspende,True,Unsure,I am not a real
Republicans “have shown themselves willing to cut ,True,False,"False

It is"
The American ambassador in Libya was raped and mur,False,False,"False

The claim"
Roe v. Wade was passed only because Roe lied about,False,False,False
After passing a bill to make consuming raw milk le,False,False,False
Women with Stage 4 breast cancer survive longer if,True,False,"False

The claim"
Gone With A Shot? Hopeful New Signs Of Relief For ,True,Unsure,The title of the article
Dubai displays tech reputation with global robotic,True,True,True
Pepsi admitted that Aquafina is just tap water. ,False,False,False. Pepsi
An implant that hits a nerve,True,False,False. The claim is
Easy Nondrug Help Aids ADHD Kids,False,Unsure,"The claim ""Easy"
"Certain OTC, Less Expensive Hearing Aids Provide B",False,True,Partially True
    The FDA has admitted that most chicken meat so,False,False,"False

The Food"
A TEDx speaker gave a talk that referred to pedoph,True,False,"False

The claim"
Photographs show a homeless shelter with painted s,True,True,True
UN agency: Tanzania not sharing details on Ebola-l,True,False,"False

Explan"
Pope Francis uses a modest compact car to get arou,False,True,True
Laser-Based Dermatological Procedures Could Be Rev,False,True,"True

The claim"
A miscarriage is considered an abortion.,False,False,False. A miscar
New law would let Uruguayans grow marijuana at hom,True,True,True. Uruguay
Chinese leukemia patient livestreams to pay for tr,True,True,True (with some qual
Recall: Nearly 57 tons of ground beef for possible,True,False,"False

The claim"
“Heidi Heitkamp: She rubber stamps the Washington ,False,Unsure,The claim as stated does
Chemistry Nobel for using evolution to create new ,True,False,False. The Nobel
UN sees bird flu changes but calls risk of people ,True,True,True. The United Nations
Discovery offers prospect of shorter treatment and,False,True,"True

Discovery"
Michigan Capitol hosts collection of unwanted medi,True,True,True. The Michigan State
A law in Japan makes it illegal for citizens of th,False,False,False
"US births hit a 30-year low, despite good economy.",True,True,"True

According"
"Aspirin may cut cancer deaths, but caution urged",True,True,True
Bodycad Announces First Use of Its Unicompartmenta,False,True,"True, if Bodyc"
Canine Carry Outs dog treats contain anti-freeze a,False,False,False. Canine Car
Chile ranks third internationally in economic free,False,False,"False

The World"
Connecticut reports more vaping-related lung illne,True,False,False. As of October
Sanofi's Lantus insulin favored over rival: study.,True,Unsure,I am not a medical
A photo shows Kamala Harris is “listed as Caucasia,False,False,"False

Kam"
"Sanofi ends research in diabetes, narrows units to",True,False,"False

Sanof"
Eye surgery law sparks unusually public dispute in,True,True,"True

In"
A megalodon capsized a South African charter vesse,False,False,False
Study: CT scans rule out heart attacks faster,True,False,"False

While CT"
Black and white caterpillars can cause severe alle,True,False,False
Gene therapy improves sight in near-blind patients,True,True,True. Gene therapy has
"Two-fifths of U.S. adults care for sick, elderly r",True,False,"False

The claim"
Pantene shampoo and conditioner leave a build-up o,False,False,False
Women’s menstrual cycles synchronize when they liv,False,False,"False

This claim"
“Does the #DemConvention know @NYGovCuomo forced n,False,False,"False

The claim"
On-and-off fasting helps fight obesity,False,True,"True, but with qual"
Experimental Psoriasis Drug Bests Older Treatment,False,Unsure,To provide an accurate response
"Over 1,000 quarantined in measles scare at LA univ",True,False,"False

According"
U.N. flags need to cut meat to curb land use impac,True,False,False. The claim that
Indiana University cleaning mold inside residence ,True,Unsure,Neutral/Un
'Stink flirting' is a thing - just ask a ring-tail,True,True,True. Ring-t
Prospective new gang members are being initiated b,False,False,False
Coronavirus strain COVID-19 can be treated by drin,False,False,"False

While staying"
Sides spar over water permit for refinery near nat,True,True,True (or can be
U.N. says Saudi deportations of Ethiopian migrants,True,True,True. The United Nations
U.S. bishop may have exposed Catholics to hepatiti,True,Unsure,This claim is not specific
FACT CHECK: Trump pitches drug not approved for co,True,True,True
Obama Administration legalized bump stocks.,False,False,False. The Obama Administration
"I wrote to Secretary Paulson, I wrote to Federal R",False,Unsure,The claim cannot be verified
The legalization of marijuana will force police de,False,False,False
“If you look at the one (hydroxychloroquine) surve,False,False,"False

The claim"
Pelosi sets Medicare showdown on drug costs and ne,True,Unsure,I am not a medical
Are You At Risk? 5 Different Types of Prostate Can,False,Unsure,Neutral (In
New hope for macular degeneration,False,Unsure,Neutral/Un
"Under last year’s health care reform, ""a bunch of ",False,False,False
Assault rifles already are banned.,False,False,False
Muslim girls buried alive by their father are fed ,False,False,"False

This claim"
Foreign Chinese prostitution money is allegedly be,False,False,"False

This claim"
Henry Winkler Dead at 77 – A Huge Trump Supporter ,False,False,"False

Henry"
A set of images show a congenital anomaly that res,False,True,True (with qualification
The existence of a canine coronavirus vaccine cast,False,False,"False

The existence"
"“Since the reopening of (Georgia), we’ve seen our ",False,False,"False

The claim"
Donald Trump raped his former wife and a young wom,False,False,"False

This claim"
"Philippine volcano trembles more, spews lava half-",True,False,"False

The claim"
The homeliest nut just got better,False,Unsure,"The claim ""The hom"
Nearly 2/3 quarantined by LA universities are clea,True,Unsure,I'm unable to
"For every dollar we invest in Head Start, we get $",True,False,"False

The claim"
Plant-based egg maker gains from non-animal food b,True,True,"True

Explan"
Almost 95 percent of all (Planned Parenthood) preg,False,False,False. According to Pl
Rudy Giuliani correctly tweeted that a research la,False,False,"False

The claim"
"U.S. vaping-related deaths rise to 54, hospitaliza",True,True,True (as of the
Prozac Failed Anorexic Women in Study,True,Unsure,"The claim ""Proz"
The health care reform plan would set limits simil,False,False,"False

The claim"
A man killed himself over the Treasury's decision ,False,False,"False

The claim"
Extracting the facts about pomegranate pills,True,Unsure,I am not a medical
Estrogen Patch in Newly Postmenopausal Women May R,False,Unsure,The claim is currently considered
Indonesia doctor hits the streets to curb coronavi,True,False,"False

The claim"
Malawi becomes 1st nation to immunize kids against,True,False,"False

As of"
“In ‘Resident Evil’ the Umbrella Corporation relea,False,False,False. The Umbre
HIV/AIDS among women is skyrocketing in Austin.,False,False,"False

According"
"Calorie counts on menus used by women, wealthier d",True,False,"False

The claim"
AIDS center at UAB getting grant for HIV research.,True,True,True. The University of
Facebook post Says researchers found a “fabric tha,True,False,"False

As of"
Trump administration signals compromise on gas mil,True,True,"True

Reference("
"The United States' top infectious diseases expert,",False,False,False
Music May Help Ease Pain for Anxious People,False,True,True
"Gaza runs out of coronavirus tests, Palestinian he",True,True,"True, according to multiple"
"In Early Trial, Targeted Therapy Fights Advanced M",True,True,True
Stem cells reverse blindness caused by burns,False,False,"False

While stem"
Proper exercise can reverse damage from heart agin,False,False,"False

While regular"
"New Mexico woman, 105, who beat 1918 flu, has COVI",True,True,True (assuming the
Chinese officials are seeking approval to start th,False,False,False
Joe Diffie’s death was labeled “as a COVID-19 deat,False,False,"False

Joe"
The U.S. standard railroad gauge derives directly ,False,False,False
"Obama's one education accomplishment was ""legislat",False,False,"False

President"
Two New Studies Document Improvement in Breast Can,False,Unsure,I am not a medical
A photograph shows two children holding a 'F*CK Do,False,True,"True (However, it"
"Maj. Nidal Hasan, the man accused of the Fort Hood",False,False,False
Boy with rare disease gets brand new skin with gen,True,True,True
Nike donated three times more to Republicans than ,False,False,"False

According"
Washington state cannabis retailer opens in defian,True,True,True
Doctor Challenges Cause Of MS And Treatment,False,Unsure,I am not a doctor
Alexandria Ocasio-Cortez is an actress playing a c,False,False,False
Italy will stop caring for elderly patients who ar,False,False,False
Blogger Says Nancy Pelosi was “caught trying to in,False,False,"False

According"
"California’s Prop 55 ""prevents $4 billion in new c",False,False,"False

Explan"
Amazon founder Jeff Bezos was building another man,True,False,"False

The claim"
"Elon Musk once tweeted: ""If one day, my words are ",True,False,False. Elon Mus
Brain 'Pacemaker' Might Help Slow Alzheimer’s,False,True,"True

While it"
"174 Democrats voted against a ""bipartisan act to s",False,False,"False

The claim"
Rio urges Carnival visitors to stick to urban area,True,Unsure,Neutral (More
 A meme that claims Donald Trump has been in the p,False,False,"False

Donald Trump"
"WHO says e-cigarettes, 'smoke-free' products do no",True,True,True. The World Health
A photograph shows the wedding of a U.S. Marine di,True,True,True
Chicago’s mayor says top cop drinking before incid,True,Unsure,I am not a fact
GSK to sell two vaccines in $1.1 billion deal to f,True,True,True (based on the
"SUNY Binghamton is offering a ""Stop White People"" ",False,False,False
Quotes Sen. Lindsey Graham as saying President Tru,False,False,False. There is no
 Government officials in Thailand have warned that,False,False,False
"Girl Scouts USA’s curriculum ""promotes Margaret Sa",False,False,"False

Girl"
Reports of e-cigarette injury jump amid rising pop,True,True,True
"UK pushes for more ventilators, hospital beds as c",True,True,True
FDA approves new psoriasis drug,False,True,"True, the FDA"
"If someone with the new coronavirus sneezes, it tr",False,False,"False

The Cent"
A meme showing a mug shot of U.S. Rep. Matt Gaetz ,False,False,False. According to multiple
A 26-year-old man named Alex Smith of Minneapolis ,True,False,"False

This claim"
UN health revises advice for 3 infections transmit,True,Unsure,I am not a real
"Aspirin Helps in Reducing Cancer Deaths, a Study F",False,True,"True

Multiple studies"
"Alex Sink wants to ""cut Medicare.",False,False,False. There is no
" A prayer alert about Ryan Corbin, the grandson of",True,False,"False

The claim"
COVID-19 doctors are reporting inexplicable blood-,True,True,"True

There have"
County board votes to evict Planned Parenthood hea,True,False,False. It is not
Newly Identified Form of Vertigo Responds to Treat,False,True,"True, it is possible"
Health experts back treatment for kids with peanut,True,True,True
"Hillary Clinton Says Bernie Sanders ""voted for reg",True,False,"False

The claim"
"The actor Nora Kirkpatrick ""played"" a victim as pa",False,False,False
Tracking the risks and rewards of transcranial mag,False,Unsure,"The claim ""Tracking"
'Do we really want to close schools?' U.S. authori,True,False,"False

The claim"
City of Hope researchers find regular use of aspir,False,False,"False

The claim"
Judge dismisses lawsuit against New Mexico health ,True,Unsure,"The claim ""Judge"
The COVID-19 pandemic was planned by the Rockefell,False,False,False. The COVID-
Lack of affordable healthcare accounts for a great,False,True,"True

According"
"Donald Trump Says Hillary Clinton ""wants to go to ",False,True,True. Hillary Clinton did
A Tennessee boy died in the arms of a local man po,False,False,"False

The claim"
Parking lot carjackers are placing flyers or $100 ,False,False,False
"Fight against malaria could be set back 20 years, ",True,True,"True, according to the"
Isles’ Lehner thrives after confronting mental hea,True,Unsure,Neutral/Un
EU suspends delivery of 10 million masks over qual,True,False,"False

The claim"
Research finds talc doesn’t cause cancer; juries d,True,False,"False

While it"
US senators ask federal government to address yout,True,True,True
"Our spending has caught up with us, and our debt s",True,False,False. While the national
"France's coronavirus death rate accelerates, cases",True,Unsure,To provide an accurate response
$150K grant will help unravel mysterious panther i,True,Unsure,Neutral/In
Acupuncture shows promise for depression in pregna,False,True,"True

Acup"
Anticoagulants should be used to fight Covid-19.,False,False,"False

As of"
Fish Oil Has Benefits After a Heart Attack: Study,False,True,"True

Multiple studies"
Merck says thousands file for Vioxx payments.,True,True,"True. Merck,"
Literally lousy: Parasite plagues world salmon ind,True,True,"True

Paras"
"Citizens Property Insurance has ""over $500 billion",False,False,"False

The claim"
Eighty-five percent of every dollar donated to the,False,False,False
Pakistan psychologists issue conflict health warni,True,Unsure,The claim as stated is
New regulation requires motorcycle owners to insta,False,False,"False

The claim"
Chris Christie advised U.S. President Donald Trump,False,False,False
Lung Cancer Breath ‘Signature’ Presents Promise fo,False,True,"True

There is"
FDA Panel Backs Novartis Drug For Treating Parkins,False,True,"True

On December"
Tumor-free flounder: Study underscores Boston Harb,True,Unsure,The claim as it stands
Montana joins other states with vaping product ban,True,True,"True

As of"
Missouri student on Columbia campus has active tub,True,False,False. As of the
“Trump administration just FIRED 54 scientists & c,False,False,"False

The claim"
The proportion of Rhode Islanders entering substan,False,False,"False

According"
A Harvard study proved that “unvaccinated children,False,False,"False

The claim"
"Jason Brian Dalton, who as accused of killing six ",False,False,False
Measles is one of the most common causes of child ,True,True,True
Nobel Prize for seeing how life works at molecular,True,False,False. The Nobel
Teacher saves caged puppy from drowning in Illinoi,True,True,"The claim is True,"
Breakthrough study demonstrates survival advantage,False,True,"True

Imm"
A recent invasion of New Guinea Flatworms in Flori,False,False,"False

The claim"
"U.S. Senate candidate Todd Akin was ""partly right""",False,False,"False

Explan"
"In clinical trial, cream reduces squamous cell car",True,False,"False

The provided"
Texas Veterans Commission Says one out of three U.,False,False,"False

The claim"
"On Aug. 21, 2019, U.S. President Donald Trump arti",False,False,False. There is no
Chilean girl with cystic fibrosis tells president:,True,Unsure,The claim as stated is
Using PET Scans to Discover Early Signs of Alzheim,False,True,"True

PET"
Study: Supplements do little to ease arthritis,True,False,"False

While it"
Boiling menstrual pads and drinking the water to g,False,False,False
Timely use of Novartis' Entresto could prevent or ,True,True,True (based on the
Restored Mission Control comes alive 50 years afte,True,False,"False

The claim"
"Jack Conway Says Rand Paul thinks drug-dealing, th",False,False,"False

Sen"
I think what the authors of the (25th) Amendment p,True,True,True. The 2
"More than 60 killed, hundreds of thousands displac",True,True,True (with some qual
The deaths of John Beilman and his daughter were l,False,False,"False

The claim"
"More evidence coffee, tea could prevent diabetes",True,Unsure,"The claim ""More evidence"
A video shows a man demonstrating an invisibility ,False,False,False
"The Massachusetts health care plan is ""wildly unpo",False,False,"False

The Massachusetts"
Tidy Cats Lightweight brand cat litter causes brea,False,False,"False

The claim"
Want to quit smoking ? Try acupuncture or hypnosis,True,True,True. Both acup
Pokémon Go developer Niantic is working on a Harry,True,False,False. As of the
Another Potential Benefit of Cutting Calories: Bet,True,False,"False

While maintaining"
WHO to reconsider declaring global emergency as Ch,True,False,"False

The claim"
Maraschino cherries are produced using a toxic dye,False,False,"False

The claim"
South Dakota launched a campaign against methamphe,True,False,"False

The correct"
Scientists have determined a date in January is st,False,False,"False

The claim"
"Farmers feed their cattle candy, such as Skittles.",True,False,False
 A new gun law taking effect in California on Janu,False,False,False
"Wendy Davis Says that each year, about 25,000 Amer",False,False,"False

The claim"
Ultrasound of Neck Arteries May Help Gauge Stroke ,False,True,True
" Meryl Streep, who was critical of President-elect",True,False,"False

Mery"
Maintaining healthy vision may help keep brain in ,False,True,True
Omega-3 Fatty Acids May Lower Breast Cancer Risk i,False,True,"True

Studies"
Man who gouged out ex’s eyes committed to mental f,True,Unsure,The claim as stated is
3 economists who study poverty win Nobel Prize.,True,True,"True

The claim"
Amarin fish oil capsule shows dramatic benefit for,False,False,"False

The claim"
Rick Scott Says his tax and fee cuts will save hou,False,Unsure,I am not a fact
Clark County ranks first in nation in syphilis rat,True,False,False. As of the
Estrogen Lowers Breast Cancer and Heart Attack Ris,True,False,"False

While it"
Thailand extends ban on incoming passenger flights,True,True,"True, as of March"
"Treating gum disease reduces prostate symptoms, CW",False,False,"False

The claim"
Beloved Mote Marine sea turtle gets new Broward Co,True,Unsure,Neutral (Ins
"Some cardiologists estimate ""70 percent of all mal",False,False,"False

According"
Judge weighs whether NC schools conspired to depre,True,False,"False

The claim"
The Obama administration ... would impose on every,False,False,"False

The Aff"
Combination approach shows promise for beating adv,False,True,"True

The claim"
"In Yemen, world's worst cholera outbreak traced to",True,False,"False

The claim"
The artificial sweetener Splenda was inadequately ,False,False,"False

Spl"
"Congo Ebola epidemic exceeds 1,000 cases: health m",True,True,True (as of the
When U.S. President Donald Trump was asked what he,False,False,False
Blogger Says Vicks VapoRub caused a child’s death.,False,False,"False

The claim"
Donald Trump Says that “over a 45-minute period th,False,False,"False

On March"
THC will be removed from drug-test screenings “sta,False,False,"False

The claim"
Utah governor criticizes federal marijuana reform ,True,True,"True

In"
"Obamacare ""will provide insurance to all non-U.S. ",False,False,False. The Afford
Post-war Liberians are demanding better mental hea,True,True,True
"The stimulus bill contains ""$20 million for the re",True,False,"False

The stim"
"  Former Navy SEAL Chris Kyle, the author of “Amer",False,True,True (with some qual
"Viral posts claim that climate change is a ""made-u",False,False,False
"Neomycin sulphate, an antibiotic, is in vaccines a",False,False,"False

Neomy"
Study shows therapy improves quality of life in pe,False,True,True
"Zinc will help your cold, at least a little",False,True,"True

While the"
Diabetes drug may keep lung cancer at bay,False,Unsure,"The claim ""Diab"
Some Cubans choose dose of private medicine despit,True,True,True
"The Chilean ""privatization scheme"" that Sharron An",False,Unsure,The claim needs context to
"In Africa, a child dies every minute because of (m",True,False,"False

While mal"
“Spiral” CT scans reduce smoker deaths: study,False,False,"False

While sp"
Mississippi has passed a bill granting churchgoers,False,False,False
I remember one of [Curt Schilling's] teammates sai,False,True,True. Curt Schilling
Scarless weight-loss surgery: pacemaker for your h,False,False,"False

The claim"
Trampolines add bounce to group fitness classes.,True,True,True
MUSCULAR DYSTROPHY: HEARTBROKEN FAMILY AWAITS FDA ,True,True,True (or more accurately
Consuming tainted lettuce caused more deaths in 20,False,False,False. According to data
Medtronic recalls heparin-coated bypass equipment.,True,True,True. Medtronic
The Baseball Diet Is Proving To Be A Heavy Favorit,False,False,"False

The Base"
Early breast cancers may need less lymph node surg,True,True,True. In some cases
"Using the ""African method"" of sitting over a steam",False,False,False
Second man arrested in probe of Mac Miller’s overd,True,False,"False

The claim"
Facebook post says Joe Biden has said 150 million ,True,False,False
"Adam Hasner Says George LeMieux ""even compared Mar",False,Unsure,Insufficient Information. The
Fiancee sues over principal’s death in bone marrow,True,False,"False

The claim"
"Every day, ""about 100 people will be arrested for ",False,False,"False

The claim"
"Routine ""recess"" a hit at White House obesity summ",True,False,"False

The claim"
ATTC VR-84 is a patent for Zika virus that comes f,False,False,False. ATTC V
"Planned Parenthood is ""not actually doing women’s ",False,False,False. Planned P
We've caught Iran cheating on the interim (nuclear,False,Unsure,I am not equipped to
The Claim: Aspirin Can Reduce the Risk of Alzheime,False,False,"False

While some"
"North Korea to launch medical tourism, targeting v",True,False,"False

As of"
There is a demonstrable link between marijuana leg,False,False,"False

Studies"
"A forthcoming Russian reality show called ""Game2: ",False,False,False. The claim is
Ginger Supplements Might Ease Inflammation Linked ,False,True,"True

Ginger"
Cyclone death toll above 750; fighting disease new,True,Unsure,The claim as it stands
"Here in Florida, I’ve slashed government by 10 per",False,False,"False

The claim"
"Every dropout costs us $72,000 for the life of tha",False,False,"False

The claim"
"Muslim nurses now have the ""option of participatin",False,False,False
After initially agreeing with Republicans on an am,False,False,"False

The claim"
U.S. 'gag rule' linked to 40% jump in abortions in,True,False,"False

The claim"
Sometimes I was the only 'no' vote on the entire b,True,Unsure,"The claim ""Sometimes"
Trial Shows Cystic Fibrosis Drug Helped Ease Breat,True,True,True
Fish Oil Pills During Pregnancy Might Mean Stronge,True,False,"False

While fish"
"Three border agents in San Diego ""were very badly ",False,False,"False

The claim"
Clusters of illness linked to CBD vapes share 2nd ,True,Unsure,"The claim ""Clusters"
HIV in America: Studies zero in on trouble spots.,True,Unsure,Neutral/In
Inmate awaiting mental health treatment dies in As,True,True,True (based on available
Sanofi to cut U.S. insulin costs for some patients,True,False,"False

Explan"
Stanford team finds blood test to help identify Al,False,True,"True

In"
New Breast Reconstruction Technique Provides Bette,False,True,"True

However,"
"Theophilus Van Kannel, who developed the revolving",False,False,False
U.S. President Donald Trump golfed several times a,True,True,True (with some qual
Same-day hip replacements get patients back on the,False,True,"True, but with qual"
New transplant research aims to salvage infected d,True,True,True. It is possible
I'm all ears: fossils reveal human ancestors' hear,True,True,True
"Reince Priebus Says Hillary Clinton took ""money fr",False,False,"False

There is"
Problems spur FDA caution on insulin pump,True,True,"True

The Food"
"NASA twins study explores space, the final genetic",True,True,"True

The NASA"
Crohn’s patients respond to J&J’s Stelara in study,False,True,True. Stelara
Ohio committee rejects medical marijuana for anxie,True,True,True (with some qual
The number of doctors in specialist psychiatry tra,False,True,True (assuming the
"Grocery store chain H-E-B's ""hurricane emergency s",False,True,True. According to various
Teen eating habits may help cut breast cancer risk,False,False,"False

While a"
"More lives are lost from violence against women, s",False,False,"False

While it"
“Boil some orange peels wit cayenne pepper in it s,False,False,"False

While it"
Wrist replacement surgery is a last resort for tho,False,False,"False

Wrist"
New psoriasis drug is more effective than current ,False,Unsure,"The claim ""New p"
"Walter ""Blackie"" Wetzel, a former leader of the Bl",True,False,False
"The UK is performing 240,000 Covid-19 tests a day.",False,False,False. As of the
What is and isn't a Schedule I narcotic is a job f,False,True,True. In the United
Researchers produce first widely protective vaccin,False,False,"False

As of"
A medical examiner's conclusion that Health and Hu,False,False,"False

The claim"
 A federal judge has approved GOP Congressman Trey,False,False,False
A photograph shows an eagle catching a drone. ,True,Unsure,The claim cannot be definit
Christmas miracle for Florida dog whose heart stop,True,Unsure,Neutral (Ins
Another dolphin dies at Arizona aquatic facility.,True,False,"False

Explan"
"What the facts say"" is ... ""the best scenario for ",False,Unsure,This claim is not a
FDA advisory panel rejects J&J drug for acute coro,True,False,"False

As of"
Gene-editing Chinese scientist kept much of his wo,True,True,"True

The claim"
