claim,truth,pred,raw
Officials release edited coronavirus reopening gui,Accurate,Accurate,1. Accurate
Ted Cruz Says Democrats are embracing “abortion up,Harmful,Harmful,3. Harmful
Nebraska state officials say prison conditions hav,Accurate,Accurate,1. Accurate
The symptoms of Covid-19 are a sore throat lasting,Unverifiable,Accurate,1. Accurate
President Donald Trump “immediately discontinued” ,Harmful,Accurate,1. Accurate
Nearly all ships operated by U.S.-headquartered cr,Accurate,Accurate,1. Accurate
Rihanna's Instagram message to followers to throw ,Accurate,Unsure,3.
Coronavirus forces U.S. churches to offer Easter S,Accurate,Unverifiable,Unverifiable
Drug may delay high blood pressure in some,Harmful,Accurate,1. Accurate
"A list of chemicals, written as if they were ingre",Accurate,Accurate,1. Accurate
U.S. Sen. Elizabeth Warren said or argued to the e,Accurate,Harmful,3. Harmful
"Too many"" tattoos ""on visible body parts"" keep som",Accurate,Accurate,1. Accurate
Chinese herb may yield drug for AIDS,Misleading,Accurate,1. Accurate
Former Fox News host Bill O’Reilly was hospitalize,Harmful,Unsure,3.
Vitamin D3 Might Ease Menstrual Cramps,Accurate,Unsure,1.
Ebola Vaccines Show Promise in New Study,Accurate,Accurate,1. Accurate
EPA watchdog: Health monitoring after Harvey was l,Accurate,Accurate,1. Accurate
West Virginia women have chance for sweep in US Ho,Accurate,Accurate,1. Accurate
Italy “went against the WHO's ‘law’” against COVID,Harmful,Harmful,Harmful
Increasing numbers of vaccines are associated with,Harmful,Harmful,3. Harmful
Nancy Mace Says Kamala Harris “advocated for resto,Harmful,Harmful,3. Harmful
An account accurately describes the rapes and murd,Misleading,Accurate,1. Accurate
Injected Drug Reduces Risk of Fracture among Women,Misleading,Accurate,1. Accurate
"Winston Churchill said ""Socialism is the philosoph",Misleading,Accurate,1. Accurate
A video shows a bolt of lightning striking a river,Harmful,Accurate,1. Accurate
California bill would create health care price con,Accurate,Accurate,1. Accurate
'Universal' blood test for earlier diagnosis of ca,Harmful,Accurate,1. Accurate
Oxford professor of Islamic studies Tariq Ramadan ,Harmful,Harmful,3. Harmful
"In 2019, a U.S. District Court judge ruled that gi",Harmful,Harmful,3. Harmful
New drug ‘may turn back the clock on heart disease,Harmful,Accurate,1. Accurate
Illegal immigrants were arrested for starting the ,Harmful,Harmful,3. Harmful
Donald Trump violated Palm Beach ordinances by put,Accurate,Accurate,1. Accurate
Photograph shows a KKK member being treated by an ,Harmful,Accurate,1. Accurate
Portable device detects severe stroke in seconds w,Misleading,Accurate,1. Accurate
"Edith Jones, who integrated southern medical schoo",Accurate,Accurate,1. Accurate
Alzheimer’s May Show Up in Saliva,Harmful,Accurate,1. Accurate
Italy's coronavirus deaths surge as Lombardy seeks,Accurate,Accurate,1. Accurate
"Mike Pence supported ""gay conversion"" therapy, inc",Misleading,Harmful,3. Harmful
A coronavirus-related health advisory graphic issu,Harmful,Accurate,1. Accurate
Anti-Gravity Treadmill helps injured get moving ag,Harmful,Accurate,1. Accurate
London bans junk food ads on public transport to f,Accurate,Accurate,1. Accurate
Knee Braces Ease Osteoarthritis Pain,Harmful,Harmful,3. Harmful
FDA approves expanded indications for Ilaris for t,Misleading,Accurate,1. Accurate
Ohio Democratic Party Says proposed anti-abortion ,Misleading,Accurate,1. Accurate
Tokyo hospital trainees test positive for coronavi,Accurate,Accurate,1. Accurate
"Spooked by Modi's plastics ban, India Inc seeks cl",Accurate,Accurate,1. Accurate
"While the smoking rate nationally has fallen, more",Accurate,Accurate,1. Accurate
"For Cold Virus, Zinc May Edge Out Even Chicken Sou",Harmful,Accurate,1. Accurate
Metformin may lower lung cancer risk in diabetic n,Misleading,Accurate,1. Accurate
Bill Gates is quoted in the February 1997 issue of,Harmful,Accurate,1. Accurate
"Three additives in peanut butter cups, soy lecithi",Harmful,Harmful,3. Harmful
A notorious pedophile was killed by a mother who b,Harmful,Accurate,1. Accurate
New Portable Scanner for Breast Cancer,Harmful,Unsure,1.
Nanoparticles loaded with component of common spic,Harmful,Accurate,1. Accurate
"Wine and coffee lovers, drink up! It's great for y",Misleading,Accurate,1. Accurate
North Carolina ultrasound abortion law ruled illeg,Accurate,Accurate,1. Accurate
There’s a “direct correlation” between North Carol,Accurate,Unsure,1.
$3 trillion for federal coronavirus stimulus packa,Harmful,Unsure,3
Counterfeit masks reaching frontline health worker,Accurate,Accurate,1. Accurate
"During a lunar eclipse on June 4 2020, lightning s",Misleading,Unverifiable,Unverifiable
Modern caesarean sections were invented by midwive,Unverifiable,Unverifiable,Unverifiable
Olympics construction worker dies as Tokyo swelter,Accurate,Accurate,1. Accurate
Facebook post Says truck drivers are being turned ,Accurate,Unverifiable,1. Unverifiable
Suicides rise and fall with economy: CDC report.,Accurate,Accurate,1. Accurate
People come here to have babies. They come here to,Misleading,Harmful,3. Harmful
Bald eagle died of lead poisoning in Montana’s Gla,Accurate,Accurate,1. Accurate
Roseanne Barr posed as Hitler for an issue of sati,Accurate,Accurate,1. Accurate
"Georgia deploys 3D printers, Guard units in testin",Accurate,Unverifiable,Unverifiable
Patients push limits for clues to chronic fatigue ,Accurate,Harmful,3. Harmful
"Mississippi chicken plant Koch Foods, which was ra",Accurate,Accurate,1. Accurate
Winston Churchill was born in a ladies' room durin,Harmful,Unverifiable,Unverifiable
"Jordan's King Abdullah II murdered his wife, Queen",Harmful,Harmful,3. Harmful
"Indonesia says avoid coast near volcano, fearing n",Accurate,Accurate,1. Accurate
Michael Kors uses fur from dogs that were skinned ,Harmful,Harmful,3. Harmful
"A bill supported by Gov. Scott Walker makes it ""so",Harmful,Unsure,3.
"Boy, 9, is 1st French death from likely COVID-link",Accurate,Harmful,3. Harmful
Under the Obama plan . . . all the health care in ,Harmful,Harmful,3. Harmful
The Obama administration shut down the Amber Alert,Harmful,Harmful,3. Harmful
"Spain's coronavirus deaths rise above 10,000, yet ",Accurate,Accurate,1. Accurate
Pre and Post Testing Show Reversal of Memory Loss ,Harmful,Accurate,1. Accurate
GOP senators blink on a big chance to repeal ‘Obam,Accurate,Accurate,1. Accurate
U.S. Rep. Nancy Pelosi's Twitter account deleted a,Misleading,Harmful,3. Harmful
 It’s common around Christmas time for people to w,Harmful,Accurate,1. Accurate
Congo’s Ebola outbreak poses challenges for bush m,Accurate,Accurate,1. Accurate
"Nicotine patch may help improve memory, study find",Misleading,Accurate,1. Accurate
Survey finds many ticks carry disease in North Dak,Accurate,Accurate,1. Accurate
The administration raises revenue for nationalized,Harmful,Harmful,3. Harmful
Donald Trump owned stock in Thermo-Fisher Scientif,Harmful,Accurate,1. Accurate
‘Hippie’ island off Seattle sees shift in low vacc,Accurate,Unverifiable,Unverifiable
Health officials disclose another romaine outbreak,Accurate,Accurate,1. Accurate
Two-thirds of the top-rated hospitals in Florida w,Accurate,Accurate,1. Accurate
  A polio vaccination campaign headed by the Bill ,Harmful,Harmful,3. Harmful
A meme accurately describes 'The Nancy Pelosi Crim,Misleading,Unverifiable,Unverifiable
Death toll from acute encephalitis in east Indian ,Accurate,Accurate,1. Accurate
"Drinking untreated spring water, marketed as ""raw ",Harmful,Unsure,3.
Special Report: Italy and South Korea virus outbre,Accurate,Unsure,1.
"JUULing, or use of a JUUL e-cigarette, has caused ",Harmful,Harmful,3. Harmful
Heart Association's Stroke Guidelines Support Clot,Accurate,Accurate,1. Accurate
Al Jazeera reporter Kimberly Halkett called White ,Harmful,Harmful,3. Harmful
New York state has legalized heroin.,Harmful,Harmful,3. Harmful
 Oregon Governor Kate Brown signed a bill into law,Misleading,Unsure,3.
Researchers Develop Simple Paper Test That Quickly,Harmful,Accurate,1. Accurate
"A Johns Hopkins scientist issued a ""blistering rep",Harmful,Harmful,3. Harmful
Lawsuit filed against county mental health agency.,Accurate,Unverifiable,Unverifiable
U.S. doctors on coronavirus frontline seek protect,Accurate,Accurate,1. Accurate
Massachusetts’ ban on vaping product sales allowed,Accurate,Accurate,1. Accurate
Afghan capital’s air pollution may be even deadlie,Accurate,Accurate,1. Accurate
 Reports out of Texas that voting machines are aut,Unverifiable,Harmful,3. Harmful
Anti-abortion groups are claiming every sperm cell,Harmful,Accurate,1. Accurate
Biogen multiple sclerosis drug Tecfidera wins Euro,Accurate,Accurate,1. Accurate
Blogger Says the Vatican reports that Pope Francis,Harmful,Harmful,3. Harmful
Immunotherapy Drug Becomes First Therapy Approved ,Misleading,Accurate,1. Accurate
Landmark clinical trial shows gene-targeted drug c,Harmful,Accurate,1. Accurate
Novel Coronavirus (COVID-19) is no more dangerous ,Harmful,Harmful,3. Harmful
Most U.S. doctors fail to discuss alcohol with pat,Accurate,Accurate,1. Accurate
New hormone therapy sparks debate,Misleading,Unverifiable,Unverifiable
Critics gear up for response to lease sale in Arct,Accurate,Unverifiable,Unverifiable
"A video shows a piece of 5G equipment with ""COV-19",Harmful,Harmful,3. Harmful
Gene therapy raises hope for a future AIDS cure,Accurate,Accurate,1. Accurate
"Wichita man to bike 1,000 miles to honor daughter’",Accurate,Accurate,1. Accurate
Heart Hormone Linked to Calorie-Burning Brown Fat,Misleading,Accurate,1. Accurate
London's Muslim Mayor Sadiq Khan banned images of ,Harmful,Harmful,3. Harmful
I am every year the No.1 pick of all of the law en,Harmful,Unverifiable,Unverifiable
"A Facebook post is correct in saying N95 masks, su",Harmful,Harmful,3. Harmful
US Sen. Reed wants to shorten the suicide preventi,Accurate,Harmful,3. Harmful
U.S. President Donald Trump tweeted in November 20,Harmful,Unverifiable,Unverifiable
Stephanie Grisham got DUIs in 2013 and 2015. ,Misleading,Accurate,1. Accurate
"       Kayla Mueller, the 26-year-old woman who di",Harmful,Harmful,3. Harmful
South Korea expands poultry cull on bird flu fears,Accurate,Accurate,1. Accurate
"300,000 pounds of rat meat sold as chicken wings a",Harmful,Accurate,1. Accurate
Tim O'Brien Says Bernie Sanders has said “things l,Misleading,Harmful,Harmful
A new male contraception product allows a man to c,Misleading,Harmful,3. Harmful
"Italy's coronavirus death toll climbs by 578, new ",Accurate,Accurate,1. Accurate
A meme accurately describes the arc of Bernie Sand,Misleading,Accurate,1. Accurate
Missouri to create center for rural students’ ment,Accurate,Accurate,1. Accurate
Hold off on those extra vitamins,Misleading,Unsure,1.
Tommy Robinson was jailed in order to silence his ,Harmful,Harmful,Harmful
What's in a name? Losing Asperger's label not such,Accurate,Accurate,1. Accurate
Missouri Votes to Let Employers Fire People Who Us,Harmful,Harmful,3. Harmful
Tiny Eye Telescope Brings Back A World Of Sight,Accurate,Harmful,3. Harmful
Mammograms Cut Risk of Breast Cancer Death by Half,Harmful,Accurate,1. Accurate
"ABC fired Joy Behar from her job co-hosting ""The V",Harmful,Accurate,1. Accurate
"Measles outbreak kills more than 1,200 in Madagasc",Accurate,Accurate,1. Accurate
The common allergy drug Benadryl can be used to tr,Harmful,Harmful,3. Harmful
A brain injury diagnosed with a single drop of blo,Harmful,Unverifiable,Unverifiable
2007 mass shooting survivor copes with 300 pellets,Accurate,Unverifiable,Unverifiable
China investigates after vaccine suspected in seve,Accurate,Accurate,1. Accurate
Evofem's birth control gel meets main study goal; ,Misleading,Accurate,1. Accurate
"Marijuana laced with fentanyl is a problem, and yo",Harmful,Harmful,3. Harmful
Greece suggests EU buy patent rights for vaccines ,Accurate,Unverifiable,Unverifiable
“Fish tank additive may treat coronavirus.”,Harmful,Harmful,3. Harmful
Mental health center in Newport gets $2M to expand,Accurate,Accurate,1. Accurate
U.S. Supreme Court tosses out Medtronic pacemaker ,Accurate,Accurate,1. Accurate
There has never been a death caused by a [commerci,Accurate,Accurate,1. Accurate
Immune-Focused Drug May Be New Weapon Against Adva,Accurate,Accurate,1. Accurate
Lil' Wayne announced that he was diagnosed with sk,Harmful,Harmful,3. Harmful
Autism has now been included among the known side ,Harmful,Harmful,3. Harmful
Trendy fizzy drink is mushrooming,Accurate,Harmful,3. Harmful
An image of a plant with phallic-looking structure,Accurate,Accurate,1. Accurate
US troops get freeze-dried plasma for battlefield ,Accurate,Accurate,1. Accurate
Colorado assisted living facility license suspende,Accurate,Unsure,1.
Republicans “have shown themselves willing to cut ,Accurate,Accurate,1. Accurate
The American ambassador in Libya was raped and mur,Unverifiable,Accurate,1. Accurate
Roe v. Wade was passed only because Roe lied about,Harmful,Harmful,Harmful
After passing a bill to make consuming raw milk le,Unverifiable,Unsure,3.
Women with Stage 4 breast cancer survive longer if,Accurate,Accurate,1. Accurate
Gone With A Shot? Hopeful New Signs Of Relief For ,Accurate,Unsure,1.
Dubai displays tech reputation with global robotic,Accurate,Accurate,1. Accurate
Pepsi admitted that Aquafina is just tap water. ,Misleading,Harmful,3. Harmful
An implant that hits a nerve,Accurate,Harmful,3. Harmful
Easy Nondrug Help Aids ADHD Kids,Misleading,Unverifiable,Unverifiable
"Certain OTC, Less Expensive Hearing Aids Provide B",Misleading,Accurate,1. Accurate
    The FDA has admitted that most chicken meat so,Misleading,Harmful,3. Harmful
A TEDx speaker gave a talk that referred to pedoph,Accurate,Harmful,3. Harmful
Photographs show a homeless shelter with painted s,Accurate,Accurate,1. Accurate
UN agency: Tanzania not sharing details on Ebola-l,Accurate,Unverifiable,1. Unverifiable
Pope Francis uses a modest compact car to get arou,Harmful,Accurate,1. Accurate
Laser-Based Dermatological Procedures Could Be Rev,Harmful,Accurate,1. Accurate
A miscarriage is considered an abortion.,Misleading,Accurate,1. Accurate
New law would let Uruguayans grow marijuana at hom,Accurate,Accurate,1. Accurate
Chinese leukemia patient livestreams to pay for tr,Accurate,Accurate,1. Accurate
Recall: Nearly 57 tons of ground beef for possible,Accurate,Accurate,1. Accurate
“Heidi Heitkamp: She rubber stamps the Washington ,Misleading,Harmful,3. Harmful
Chemistry Nobel for using evolution to create new ,Accurate,Accurate,1. Accurate
UN sees bird flu changes but calls risk of people ,Accurate,Accurate,1. Accurate
Discovery offers prospect of shorter treatment and,Harmful,Accurate,1. Accurate
Michigan Capitol hosts collection of unwanted medi,Accurate,Accurate,1. Accurate
A law in Japan makes it illegal for citizens of th,Harmful,Harmful,3. Harmful
"US births hit a 30-year low, despite good economy.",Accurate,Accurate,1. Accurate
"Aspirin may cut cancer deaths, but caution urged",Accurate,Accurate,1. Accurate
Bodycad Announces First Use of Its Unicompartmenta,Harmful,Accurate,1. Accurate
Canine Carry Outs dog treats contain anti-freeze a,Harmful,Harmful,3. Harmful
Chile ranks third internationally in economic free,Harmful,Accurate,1. Accurate
Connecticut reports more vaping-related lung illne,Accurate,Accurate,1. Accurate
Sanofi's Lantus insulin favored over rival: study.,Accurate,Accurate,1. Accurate
A photo shows Kamala Harris is “listed as Caucasia,Harmful,Harmful,3. Harmful
"Sanofi ends research in diabetes, narrows units to",Accurate,Harmful,3. Harmful
Eye surgery law sparks unusually public dispute in,Accurate,Accurate,1. Accurate
A megalodon capsized a South African charter vesse,Harmful,Harmful,3. Harmful
Study: CT scans rule out heart attacks faster,Accurate,Accurate,1. Accurate
Black and white caterpillars can cause severe alle,Accurate,Accurate,1. Accurate
Gene therapy improves sight in near-blind patients,Accurate,Accurate,1. Accurate
"Two-fifths of U.S. adults care for sick, elderly r",Accurate,Accurate,1. Accurate
Pantene shampoo and conditioner leave a build-up o,Harmful,Harmful,3. Harmful
Women’s menstrual cycles synchronize when they liv,Unverifiable,Accurate,1. Accurate
“Does the #DemConvention know @NYGovCuomo forced n,Harmful,Harmful,3. Harmful
On-and-off fasting helps fight obesity,Harmful,Accurate,1. Accurate
Experimental Psoriasis Drug Bests Older Treatment,Misleading,Accurate,1. Accurate
"Over 1,000 quarantined in measles scare at LA univ",Accurate,Unsure,1.
U.N. flags need to cut meat to curb land use impac,Accurate,Accurate,1. Accurate
Indiana University cleaning mold inside residence ,Accurate,Unsure,1.
'Stink flirting' is a thing - just ask a ring-tail,Accurate,Accurate,1. Accurate
Prospective new gang members are being initiated b,Harmful,Harmful,3. Harmful
Coronavirus strain COVID-19 can be treated by drin,Misleading,Harmful,3. Harmful
Sides spar over water permit for refinery near nat,Accurate,Unverifiable,4. Unverifiable
U.N. says Saudi deportations of Ethiopian migrants,Accurate,Accurate,1. Accurate
U.S. bishop may have exposed Catholics to hepatiti,Accurate,Harmful,3. Harmful
FACT CHECK: Trump pitches drug not approved for co,Accurate,Unsure,1.
Obama Administration legalized bump stocks.,Misleading,Harmful,3. Harmful
"I wrote to Secretary Paulson, I wrote to Federal R",Misleading,Unverifiable,Unverifiable
The legalization of marijuana will force police de,Harmful,Harmful,3. Harmful
“If you look at the one (hydroxychloroquine) surve,Harmful,Harmful,3. Harmful
Pelosi sets Medicare showdown on drug costs and ne,Accurate,Unsure,1.
Are You At Risk? 5 Different Types of Prostate Can,Harmful,Unsure,1
New hope for macular degeneration,Misleading,Unsure,1.
"Under last year’s health care reform, ""a bunch of ",Harmful,Unsure,3.
Assault rifles already are banned.,Harmful,Accurate,1. Accurate
Muslim girls buried alive by their father are fed ,Harmful,Accurate,1. Accurate
Foreign Chinese prostitution money is allegedly be,Harmful,Harmful,3. Harmful
Henry Winkler Dead at 77 – A Huge Trump Supporter ,Harmful,Unverifiable,Unverifiable
A set of images show a congenital anomaly that res,Misleading,Accurate,1. Accurate
The existence of a canine coronavirus vaccine cast,Harmful,Accurate,1. Accurate
"“Since the reopening of (Georgia), we’ve seen our ",Harmful,Misleading,Misleading
Donald Trump raped his former wife and a young wom,Misleading,Unsure,3.
"Philippine volcano trembles more, spews lava half-",Accurate,Harmful,3. Harmful
The homeliest nut just got better,Misleading,Unverifiable,Unverifiable
Nearly 2/3 quarantined by LA universities are clea,Accurate,Accurate,1. Accurate
"For every dollar we invest in Head Start, we get $",Accurate,Accurate,1. Accurate
Plant-based egg maker gains from non-animal food b,Accurate,Accurate,1. Accurate
Almost 95 percent of all (Planned Parenthood) preg,Harmful,Harmful,3. Harmful
Rudy Giuliani correctly tweeted that a research la,Harmful,Harmful,3. Harmful
"U.S. vaping-related deaths rise to 54, hospitaliza",Accurate,Accurate,1. Accurate
Prozac Failed Anorexic Women in Study,Accurate,Harmful,3. Harmful
The health care reform plan would set limits simil,Harmful,Harmful,3. Harmful
A man killed himself over the Treasury's decision ,Harmful,Harmful,3. Harmful
Extracting the facts about pomegranate pills,Accurate,Unsure,1
Estrogen Patch in Newly Postmenopausal Women May R,Misleading,Accurate,1. Accurate
Indonesia doctor hits the streets to curb coronavi,Accurate,Unverifiable,Unverifiable
Malawi becomes 1st nation to immunize kids against,Accurate,Accurate,1. Accurate
“In ‘Resident Evil’ the Umbrella Corporation relea,Harmful,Unverifiable,Unverifiable
HIV/AIDS among women is skyrocketing in Austin.,Harmful,Harmful,3. Harmful
"Calorie counts on menus used by women, wealthier d",Accurate,Unverifiable,Unverifiable
AIDS center at UAB getting grant for HIV research.,Accurate,Accurate,1. Accurate
Facebook post Says researchers found a “fabric tha,Accurate,Harmful,3. Harmful
Trump administration signals compromise on gas mil,Accurate,Accurate,1. Accurate
"The United States' top infectious diseases expert,",Misleading,Unsure,3.
Music May Help Ease Pain for Anxious People,Harmful,Accurate,1. Accurate
"Gaza runs out of coronavirus tests, Palestinian he",Accurate,Accurate,1. Accurate
"In Early Trial, Targeted Therapy Fights Advanced M",Accurate,Accurate,1. Accurate
Stem cells reverse blindness caused by burns,Misleading,Harmful,3. Harmful
Proper exercise can reverse damage from heart agin,Misleading,Accurate,1. Accurate
"New Mexico woman, 105, who beat 1918 flu, has COVI",Accurate,Unverifiable,Unverifiable
Chinese officials are seeking approval to start th,Harmful,Harmful,3. Harmful
Joe Diffie’s death was labeled “as a COVID-19 deat,Harmful,Harmful,3. Harmful
The U.S. standard railroad gauge derives directly ,Misleading,Harmful,3. Harmful
"Obama's one education accomplishment was ""legislat",Harmful,Unsure,3.
Two New Studies Document Improvement in Breast Can,Misleading,Unsure,1.
A photograph shows two children holding a 'F*CK Do,Unverifiable,Harmful,3. Harmful
"Maj. Nidal Hasan, the man accused of the Fort Hood",Harmful,Harmful,3. Harmful
Boy with rare disease gets brand new skin with gen,Accurate,Accurate,1. Accurate
Nike donated three times more to Republicans than ,Misleading,Accurate,1. Accurate
Washington state cannabis retailer opens in defian,Accurate,Accurate,1. Accurate
Doctor Challenges Cause Of MS And Treatment,Misleading,Unsure,1.
Alexandria Ocasio-Cortez is an actress playing a c,Harmful,Harmful,3. Harmful
Italy will stop caring for elderly patients who ar,Misleading,Harmful,3. Harmful
Blogger Says Nancy Pelosi was “caught trying to in,Harmful,Accurate,1. Accurate
"California’s Prop 55 ""prevents $4 billion in new c",Harmful,Accurate,1. Accurate
Amazon founder Jeff Bezos was building another man,Accurate,Unsure,3.
"Elon Musk once tweeted: ""If one day, my words are ",Accurate,Accurate,1. Accurate
Brain 'Pacemaker' Might Help Slow Alzheimer’s,Misleading,Accurate,1. Accurate
"174 Democrats voted against a ""bipartisan act to s",Harmful,Accurate,1. Accurate
Rio urges Carnival visitors to stick to urban area,Accurate,Accurate,1. Accurate
 A meme that claims Donald Trump has been in the p,Harmful,Unsure,3.
"WHO says e-cigarettes, 'smoke-free' products do no",Accurate,Harmful,3. Harmful
A photograph shows the wedding of a U.S. Marine di,Accurate,Accurate,1. Accurate
Chicago’s mayor says top cop drinking before incid,Accurate,Unverifiable,Unverifiable
GSK to sell two vaccines in $1.1 billion deal to f,Accurate,Accurate,1. Accurate
"SUNY Binghamton is offering a ""Stop White People"" ",Harmful,Harmful,3. Harmful
Quotes Sen. Lindsey Graham as saying President Tru,Harmful,Harmful,3. Harmful
 Government officials in Thailand have warned that,Harmful,Harmful,3. Harmful
"Girl Scouts USA’s curriculum ""promotes Margaret Sa",Harmful,Harmful,3. Harmful
Reports of e-cigarette injury jump amid rising pop,Accurate,Accurate,1. Accurate
"UK pushes for more ventilators, hospital beds as c",Accurate,Accurate,1. Accurate
FDA approves new psoriasis drug,Misleading,Accurate,1. Accurate
"If someone with the new coronavirus sneezes, it tr",Unverifiable,Unsure,3.
A meme showing a mug shot of U.S. Rep. Matt Gaetz ,Harmful,Harmful,3. Harmful
A 26-year-old man named Alex Smith of Minneapolis ,Accurate,Unverifiable,Unverifiable
UN health revises advice for 3 infections transmit,Accurate,Unsure,3.
"Aspirin Helps in Reducing Cancer Deaths, a Study F",Misleading,Accurate,1. Accurate
"Alex Sink wants to ""cut Medicare.",Harmful,Harmful,3. Harmful
" A prayer alert about Ryan Corbin, the grandson of",Accurate,Unverifiable,Unverifiable
COVID-19 doctors are reporting inexplicable blood-,Accurate,Accurate,1. Accurate
County board votes to evict Planned Parenthood hea,Accurate,Accurate,1. Accurate
Newly Identified Form of Vertigo Responds to Treat,Harmful,Accurate,1. Accurate
Health experts back treatment for kids with peanut,Accurate,Accurate,1. Accurate
"Hillary Clinton Says Bernie Sanders ""voted for reg",Accurate,Harmful,3. Harmful
"The actor Nora Kirkpatrick ""played"" a victim as pa",Harmful,Harmful,3. Harmful
Tracking the risks and rewards of transcranial mag,Misleading,Accurate,1. Accurate
'Do we really want to close schools?' U.S. authori,Accurate,Accurate,1. Accurate
City of Hope researchers find regular use of aspir,Misleading,Accurate,1. Accurate
Judge dismisses lawsuit against New Mexico health ,Accurate,Accurate,1. Accurate
The COVID-19 pandemic was planned by the Rockefell,Harmful,Harmful,3. Harmful
Lack of affordable healthcare accounts for a great,Misleading,Harmful,3. Harmful
"Donald Trump Says Hillary Clinton ""wants to go to ",Harmful,Accurate,1. Accurate
A Tennessee boy died in the arms of a local man po,Unverifiable,Accurate,1. Accurate
Parking lot carjackers are placing flyers or $100 ,Harmful,Accurate,1. Accurate
"Fight against malaria could be set back 20 years, ",Accurate,Accurate,1. Accurate
Isles’ Lehner thrives after confronting mental hea,Accurate,Accurate,1. Accurate
EU suspends delivery of 10 million masks over qual,Accurate,Accurate,1. Accurate
Research finds talc doesn’t cause cancer; juries d,Accurate,Accurate,1. Accurate
US senators ask federal government to address yout,Accurate,Accurate,1. Accurate
"Our spending has caught up with us, and our debt s",Accurate,Accurate,1. Accurate
"France's coronavirus death rate accelerates, cases",Accurate,Unsure,1.
$150K grant will help unravel mysterious panther i,Accurate,Unverifiable,Unverifiable
Acupuncture shows promise for depression in pregna,Misleading,Accurate,1. Accurate
Anticoagulants should be used to fight Covid-19.,Misleading,Harmful,3. Harmful
Fish Oil Has Benefits After a Heart Attack: Study,Misleading,Unsure,1.
Merck says thousands file for Vioxx payments.,Accurate,Accurate,1. Accurate
Literally lousy: Parasite plagues world salmon ind,Accurate,Accurate,1. Accurate
"Citizens Property Insurance has ""over $500 billion",Harmful,Accurate,1. Accurate
Eighty-five percent of every dollar donated to the,Harmful,Harmful,3. Harmful
Pakistan psychologists issue conflict health warni,Accurate,Unverifiable,Unverifiable
New regulation requires motorcycle owners to insta,Harmful,Harmful,3. Harmful
Chris Christie advised U.S. President Donald Trump,Unverifiable,Harmful,3. Harmful
Lung Cancer Breath ‘Signature’ Presents Promise fo,Misleading,Accurate,1. Accurate
FDA Panel Backs Novartis Drug For Treating Parkins,Harmful,Accurate,1. Accurate
Tumor-free flounder: Study underscores Boston Harb,Accurate,Unverifiable,Unverifiable
Montana joins other states with vaping product ban,Accurate,Accurate,1. Accurate
Missouri student on Columbia campus has active tub,Accurate,Harmful,3. Harmful
“Trump administration just FIRED 54 scientists & c,Misleading,Harmful,Harmful
The proportion of Rhode Islanders entering substan,Harmful,Accurate,1. Accurate
A Harvard study proved that “unvaccinated children,Harmful,Harmful,3. Harmful
"Jason Brian Dalton, who as accused of killing six ",Harmful,Accurate,1. Accurate
Measles is one of the most common causes of child ,Accurate,Accurate,1. Accurate
Nobel Prize for seeing how life works at molecular,Accurate,Unsure,1.
Teacher saves caged puppy from drowning in Illinoi,Accurate,Accurate,1. Accurate
Breakthrough study demonstrates survival advantage,Misleading,Accurate,1. Accurate
A recent invasion of New Guinea Flatworms in Flori,Harmful,Harmful,3. Harmful
"U.S. Senate candidate Todd Akin was ""partly right""",Harmful,Unsure,3.
"In clinical trial, cream reduces squamous cell car",Accurate,Accurate,1. Accurate
Texas Veterans Commission Says one out of three U.,Harmful,Accurate,1. Accurate
"On Aug. 21, 2019, U.S. President Donald Trump arti",Harmful,Unsure,3.
Chilean girl with cystic fibrosis tells president:,Accurate,Harmful,3. Harmful
Using PET Scans to Discover Early Signs of Alzheim,Harmful,Accurate,1. Accurate
Study: Supplements do little to ease arthritis,Accurate,Accurate,1. Accurate
Boiling menstrual pads and drinking the water to g,Misleading,Harmful,3. Harmful
Timely use of Novartis' Entresto could prevent or ,Accurate,Accurate,1. Accurate
Restored Mission Control comes alive 50 years afte,Accurate,Harmful,3. Harmful
"Jack Conway Says Rand Paul thinks drug-dealing, th",Harmful,Harmful,3. Harmful
I think what the authors of the (25th) Amendment p,Accurate,Accurate,1. Accurate
"More than 60 killed, hundreds of thousands displac",Accurate,Accurate,1. Accurate
The deaths of John Beilman and his daughter were l,Harmful,Harmful,3. Harmful
"More evidence coffee, tea could prevent diabetes",Accurate,Accurate,1. Accurate
A video shows a man demonstrating an invisibility ,Harmful,Harmful,3. Harmful
"The Massachusetts health care plan is ""wildly unpo",Harmful,Unsure,1.
Tidy Cats Lightweight brand cat litter causes brea,Unverifiable,Harmful,3. Harmful
Want to quit smoking ? Try acupuncture or hypnosis,Accurate,Unsure,1.
Pokémon Go developer Niantic is working on a Harry,Accurate,Harmful,3. Harmful
Another Potential Benefit of Cutting Calories: Bet,Accurate,Unsure,1.
WHO to reconsider declaring global emergency as Ch,Accurate,Accurate,1. Accurate
Maraschino cherries are produced using a toxic dye,Harmful,Harmful,3. Harmful
South Dakota launched a campaign against methamphe,Accurate,Accurate,1. Accurate
Scientists have determined a date in January is st,Harmful,Unsure,1.
"Farmers feed their cattle candy, such as Skittles.",Accurate,Harmful,3. Harmful
 A new gun law taking effect in California on Janu,Misleading,Harmful,3. Harmful
"Wendy Davis Says that each year, about 25,000 Amer",Misleading,Accurate,1. Accurate
